Transaction_ID,Customer_ID,Customer_Name,Email,Phone,Country,Merchant,Category,Order_Value,Installments,Payment_Status,Days_Late,Credit_Score,Monthly_Income,Age,Order_Date
3918,473864,Nicholas Beck,palmerbrittany@example.net,001-575-530-7390,Qatar,Sharaf DG,Travel,3454.64,6,Paid,31,656.0,18691.0,36,2025-03-07
3919,918657,Lindsey Barnes,gwilson@example.com,4143294299,Kuwait,Virgin Megastore,Beauty,2054.06,2,Paid,14,751.0,15400.0,21,2025-11-26
3920,904768,Elizabeth Hood,deborahmathews@example.org,8884234814,Kuwait,Centrepoint,Home,562.51,2,Paid,34,550.0,9322.0,45,2025-03-18
3921,641860,Helen Stephens,stevensonbrittney@example.net,(443)905-1418x139,Saudi Arabia,Sharaf DG,Fashion,1810.17,3,Paid,43,849.0,23484.0,36,2025-11-15
3922,104977,Jonathan Gomez,dmoore@example.org,569.807.6488x6748,Kuwait,Namshi,Travel,1272.98,4,Paid,1,620.0,15973.0,56,2026-06-14
3923,911760,Brian Downs,reginald44@example.org,920-489-9193x91777,Kuwait,Centrepoint,Beauty,1898.66,6,Paid,18,836.0,4681.0,31,2025-03-29
3924,798812,Michael Simmons,danielsamanda@example.org,+1-315-461-9699x8871,UAE,IKEA,Fashion,2031.9,2,Paid,9,683.0,24218.0,53,2025-11-13
3925,170313,Crystal Jones,jwilliams@example.com,001-300-588-5359x98116,Saudi Arabia,Carrefour,Fashion,2463.05,4,Paid,32,667.0,27768.0,57,2026-06-24
3926,330910,Julia Gomez,rmoss@example.com,378-427-5031x24387,UAE,Namshi,Travel,3826.22,4,Paid,23,619.0,27264.0,43,2025-08-16
3927,143795,Barbara Crawford,williamsrobert@example.org,(296)497-4825x265,Kuwait,Namshi,Fashion,3020.44,6,Late,18,565.0,6047.0,23,2025-12-24
3928,366295,Lauren Allen,amber32@example.org,293.613.0358x098,Qatar,Extra,Beauty,4892.46,4,Paid,12,780.0,18178.0,20,2026-06-10
3929,388840,Stacy Jennings,jasonlopez@example.net,+1-283-936-1960x77152,UAE,Virgin Megastore,Beauty,2321.16,2,Paid,23,749.0,14022.0,54,2025-12-30
3930,602556,Evelyn Adkins,nvillegas@example.org,(300)526-0990x07640,Qatar,Namshi,Travel,1955.48,2,Paid,43,678.0,3695.0,39,2026-06-19
3931,592979,Michael Waters,ghoward@example.net,+1-598-394-0095x540,Saudi Arabia,IKEA,Travel,4524.49,2,Late,33,560.0,12612.0,25,2024-11-30
3932,840044,David Mccarty,upierce@example.com,981.898.0036x9211,Qatar,Carrefour,Beauty,3143.25,4,Late,2,792.0,26377.0,28,2025-11-30
3933,944226,Teresa Adams,uclark@example.com,441-363-0938x702,UAE,Sharaf DG,Travel,2308.76,6,Late,43,767.0,21880.0,55,2024-12-14
3934,205767,Madeline Wells,xmcmillan@example.net,819-694-0285,Qatar,Carrefour,Travel,2339.84,3,Paid,19,585.0,6890.0,20,2026-04-19
3935,376499,Lauren Gonzales,brandon99@example.com,001-321-757-9018x11043,Kuwait,Centrepoint,Travel,4590.13,6,Paid,7,624.0,15616.0,38,2025-07-06
3936,948525,Daniel Wilson DDS,reynoldsmatthew@example.net,+1-325-576-1946,Qatar,Jarir,Travel,4167.98,3,Late,37,610.0,8447.0,49,2025-06-02
3937,894967,Karen Howard,htrevino@example.org,988-664-3199,Kuwait,Jarir,Home,2908.39,2,Paid,25,563.0,23911.0,51,2024-11-12
3938,406397,Joanna Miller,brandi87@example.net,+1-366-863-5180x88278,UAE,Carrefour,Travel,3903.01,4,Paid,45,666.0,5022.0,35,2025-07-09
3939,324924,Micheal Williams,willismichele@example.com,769.507.2111,Qatar,IKEA,Fashion,663.69,4,Paid,25,802.0,3714.0,49,2025-11-25
3940,961489,Michelle Cruz,susan96@example.com,479-347-3352,UAE,IKEA,Travel,4181.32,4,Paid,6,688.0,27567.0,37,2024-08-24
3941,102376,Matthew Mack,enewman@example.net,001-956-655-8392,UAE,Noon,Home,229.24,6,Paid,2,626.0,10813.0,25,2024-11-24
3942,153389,Michael Jones,vickiewilliams@example.net,989.568.2164x587,Qatar,Extra,Electronics,2250.44,6,Paid,26,818.0,27267.0,28,2025-04-10
3943,285036,William Vega,michael95@example.org,+1-845-963-4154x4604,Kuwait,Extra,Fashion,2294.59,3,Paid,16,798.0,21865.0,56,2026-07-12
3944,256449,Ashley James,pwilliams@example.org,+1-676-769-0781x687,Kuwait,Amazon UAE,Travel,2428.18,3,Late,26,714.0,12039.0,46,2025-07-11
3945,868358,Stacy Moore,krasmussen@example.com,304.293.8148,Kuwait,Sharaf DG,Beauty,4189.76,3,Default,30,584.0,4960.0,38,2026-04-15
3946,296622,Frank Torres,wjames@example.org,3919164042,Saudi Arabia,Carrefour,Travel,322.96,6,Paid,31,785.0,6944.0,53,2025-11-11
3947,439542,Gina Hahn,lfuller@example.org,001-922-358-7647x8037,Saudi Arabia,IKEA,Electronics,3850.86,2,Paid,14,560.0,11427.0,21,2026-04-01
3948,265470,Robert Murphy,rhughes@example.com,001-437-323-2775x728,Kuwait,IKEA,Electronics,281.37,2,Paid,6,759.0,25350.0,43,2025-11-27
3949,987852,Erin Zhang,adam39@example.org,+1-825-450-7093x122,Qatar,Centrepoint,Home,780.91,2,Paid,9,,21863.0,47,2025-11-09
3950,207569,Omar Sanders,justinkim@example.org,001-884-461-8961x064,Qatar,IKEA,Fashion,3719.38,4,Paid,18,641.0,25816.0,47,2025-07-24
3951,264924,Mary Abbott,delgadodavid@example.com,378.722.0518x7007,UAE,Extra,Fashion,2583.02,2,Paid,26,786.0,16029.0,26,2024-08-03
3952,276108,James Taylor,penny27@example.net,+1-344-285-7256x44505,Qatar,Noon,Fashion,3704.3,4,Paid,4,752.0,23982.0,32,2026-03-21
3953,702463,Lauren Russell,nweaver@example.org,744.548.2471x3177,UAE,Carrefour,Travel,1579.45,6,Paid,30,614.0,13992.0,44,2025-02-05
3954,156810,Mary Vasquez,ucarlson@example.net,001-738-843-7606,Kuwait,IKEA,Beauty,4944.71,3,Default,2,654.0,17281.0,57,2026-01-15
3955,122484,Felicia Booth,rachel47@example.net,718-483-1297x282,Qatar,Amazon UAE,Home,3564.64,4,Paid,11,751.0,5119.0,33,2026-08-01
3956,369868,Belinda Nguyen,kcurtis@example.net,+1-840-219-2216,UAE,Virgin Megastore,Beauty,1170.85,3,Paid,43,578.0,29723.0,45,2025-01-16
3957,502525,Jeffrey Johnson DDS,poncepamela@example.net,(376)929-9655,Qatar,IKEA,Beauty,4852.2,4,Paid,20,669.0,27113.0,58,2024-10-29
3958,287443,Edward Floyd,linda06@example.com,001-797-797-5278x91125,Kuwait,Jarir,Electronics,3473.45,6,Default,17,663.0,13975.0,32,2025-09-30
3959,835340,Joseph Stewart,zherrera@example.com,6709504417,Saudi Arabia,Sharaf DG,Beauty,4571.76,6,Paid,0,737.0,21154.0,22,2026-01-19
3960,351407,Susan Wagner,maria66@example.com,4986343110,UAE,Carrefour,Beauty,1160.54,2,Paid,28,835.0,27812.0,59,2026-05-23
3961,687297,Erin Baker,jessica90@example.net,+1-989-646-4147x8365,Qatar,Extra,Home,1694.63,4,Paid,7,711.0,6904.0,19,2024-11-04
3962,561863,Allen Waller,robinsonmelissa@example.org,001-223-914-4567,UAE,Carrefour,Home,4909.8,2,Paid,10,741.0,4183.0,53,2025-08-13
3963,517834,Alicia Sullivan,johnsmith@example.com,436-554-5162,Qatar,Extra,Home,508.42,3,Paid,43,850.0,22088.0,52,2024-08-07
3964,717953,William Holmes,sharon07@example.net,539-242-6072,Qatar,Jarir,Home,2828.52,3,Late,15,710.0,17119.0,19,2025-05-01
3965,136691,Daniel Garcia,rgomez@example.org,955.957.2105,Qatar,Jarir,Home,3344.28,2,Paid,30,850.0,27749.0,46,2025-06-05
3966,828537,David Crawford,brandy17@example.net,358-364-9656,Kuwait,Amazon UAE,Travel,1043.74,4,Paid,13,584.0,8657.0,47,2024-11-24
3967,941603,Kimberly Jones,veronicadavis@example.org,001-990-711-1547x617,Saudi Arabia,Extra,Home,4045.81,4,Paid,1,583.0,23460.0,49,2025-09-15
3968,543663,Nicole Friedman,christopherjohnson@example.com,304-607-0947,Saudi Arabia,Amazon UAE,Fashion,4692.69,6,Paid,25,691.0,25388.0,42,2026-05-17
3969,180682,Evan Espinoza,morrowcatherine@example.com,001-455-471-0763x3625,Kuwait,Jarir,Beauty,3861.61,3,Paid,9,615.0,25123.0,34,2026-02-11
3970,911367,Wendy Williams,uanthony@example.org,001-733-960-5795x1907,Qatar,Noon,Travel,519.16,2,Paid,33,605.0,8499.0,55,2024-09-21
3971,855542,Melissa Hale,lesliebuchanan@example.net,(267)532-9619,Qatar,Amazon UAE,Travel,2813.93,4,Paid,35,678.0,11069.0,46,2025-08-30
3972,905363,John Arias DDS,terri42@example.com,299.561.1826x79888,Kuwait,Sharaf DG,Electronics,4057.01,6,Paid,31,677.0,3271.0,18,2025-03-31
3973,646513,Jessica Williams,davissteven@example.com,001-248-342-7685,UAE,Carrefour,Travel,2732.11,2,Paid,41,810.0,4369.0,52,2026-02-27
3974,226603,Casey Watson,deanadam@example.net,(233)239-8059,Kuwait,Noon,Fashion,1122.32,2,Paid,2,833.0,,25,2024-10-25
3975,828632,Martin Cain,wmunoz@example.org,(642)250-7186x87472,UAE,Carrefour,Beauty,4905.6,3,Paid,41,815.0,26614.0,60,2025-03-04
3976,553107,Jessica Moore,kimberly15@example.com,001-839-507-6864x7262,UAE,Jarir,Electronics,3900.57,2,Paid,44,762.0,21625.0,37,2026-05-02
3977,538325,Michael Kent,cookhoward@example.net,460.480.3698,UAE,Jarir,Electronics,845.78,4,Late,28,766.0,28420.0,34,2025-06-12
3978,251190,Michael Marshall,cynthianorris@example.org,425-446-9458x30879,UAE,Jarir,Home,2851.61,3,Paid,10,576.0,17976.0,35,2026-03-22
3979,752103,Maria Figueroa,ojohnson@example.net,(502)478-8281x6774,Kuwait,Virgin Megastore,Home,3014.15,3,Paid,37,,3015.0,33,2025-03-09
3980,334977,Anthony Johnson,joshualee@example.com,(968)261-1548,UAE,Extra,Beauty,1878.75,4,Paid,7,764.0,15803.0,40,2024-10-09
3981,614817,Annette Olson,collinwalton@example.com,391-661-3752x96910,UAE,Namshi,Electronics,1462.78,4,Late,19,670.0,19426.0,54,2024-09-04
3982,808221,Brent Kelly,eperez@example.org,315.964.4003x13821,Qatar,Extra,Electronics,2019.78,4,Paid,24,623.0,26727.0,54,2024-08-26
3983,438650,Elizabeth Ward,alexanderthomas@example.com,422.246.6034,Saudi Arabia,Jarir,Fashion,4242.75,2,Paid,9,688.0,26837.0,53,2025-03-30
3984,612960,Thomas Johnson,connorbailey@example.net,(963)664-3334,Qatar,Extra,Electronics,4588.43,6,Paid,13,841.0,14929.0,41,2026-02-06
3985,613810,Jason Vasquez,wwilkerson@example.org,001-238-706-1940x43842,Kuwait,Carrefour,Travel,2014.46,2,Paid,32,652.0,21894.0,33,2026-03-07
3986,427461,Jacqueline Reed,obrooks@example.org,+1-893-746-3729x19237,UAE,Sharaf DG,Fashion,1876.52,4,Late,43,792.0,19874.0,51,2025-11-10
3987,470011,Micheal White,lisafranklin@example.com,777-609-7522,UAE,Virgin Megastore,Fashion,125.13,6,Paid,39,650.0,8825.0,41,2025-09-08
3988,796573,Melinda Jones,ericmccall@example.com,929.278.8781x463,Qatar,Jarir,Beauty,2206.18,3,Paid,26,825.0,10731.0,23,2025-12-30
3989,945362,Jillian Powell,dana36@example.org,670-370-6348x8519,Saudi Arabia,Centrepoint,Home,1191.94,4,Paid,13,726.0,14115.0,58,2025-08-12
3990,593144,Seth Walker,zavalajillian@example.net,632.477.1935x12693,UAE,Jarir,Fashion,4475.38,2,Paid,29,804.0,5643.0,19,2025-02-06
3991,540920,Jill Aguilar,csmith@example.org,918-530-4160x467,Saudi Arabia,Virgin Megastore,Home,1846.13,2,Paid,24,842.0,12380.0,35,2026-01-26
3992,576925,Alejandra Johnson,kristen71@example.com,621.842.4234x314,Saudi Arabia,Carrefour,Fashion,1423.99,4,Paid,39,587.0,4004.0,31,2026-04-20
3993,295327,Timothy Ortiz,benjaminbethany@example.com,850-746-9945x430,Saudi Arabia,Amazon UAE,Travel,2184.36,6,Default,36,575.0,16911.0,45,2024-11-08
3994,770806,Frank Mendoza,stevenwest@example.org,589.808.0968x996,Qatar,Extra,Beauty,2436.25,3,Paid,45,599.0,5604.0,60,2026-07-10
3995,164505,Tyler Williams,julie28@example.com,346.349.5429,Kuwait,Noon,Travel,1190.78,4,Paid,29,835.0,8682.0,43,2025-01-22
3996,118710,Timothy Henderson,kyle02@example.com,+1-309-746-9988x2655,UAE,Sharaf DG,Beauty,2370.44,6,Paid,22,663.0,9173.0,36,2025-04-06
3997,249387,Travis Rodriguez,levystephen@example.net,804.480.0058,Saudi Arabia,Carrefour,Fashion,2977.79,3,Paid,8,734.0,28040.0,49,2026-07-05
3998,600058,Holly Johnson,cnorris@example.org,4168446063,Qatar,Jarir,Beauty,2308.13,4,Paid,21,574.0,8401.0,24,2025-06-30
3999,790350,Ashley Peterson,lewiswilliam@example.org,+1-903-670-8928,Kuwait,Jarir,Electronics,544.05,4,Paid,27,567.0,10447.0,42,2024-11-24
4000,298814,Cory Moss,hunteralexander@example.net,6327684049,Saudi Arabia,Virgin Megastore,Beauty,3571.95,6,Paid,32,702.0,,19,2026-06-23
4001,894946,Janet Arnold,smithmary@example.net,+1-833-344-1834x912,Kuwait,Centrepoint,Home,4506.07,3,Paid,32,709.0,17649.0,48,2024-08-20
4002,158696,Eddie Spence,tonybaker@example.net,+1-337-392-9291x47078,Qatar,Virgin Megastore,Fashion,3428.22,3,Paid,15,616.0,24142.0,58,2025-10-12
4003,157221,Jaime Pacheco,john96@example.net,(358)890-5064x087,Saudi Arabia,Carrefour,Home,2066.15,6,Paid,45,792.0,22400.0,36,2025-10-26
4004,531498,Robert Wilson,geralddaniels@example.com,(497)589-7955x0049,Qatar,Centrepoint,Travel,3339.31,2,Paid,36,814.0,,45,2024-08-05
4005,325705,Rebekah Williams,deborah11@example.net,870.525.5936,Qatar,Amazon UAE,Fashion,4355.15,4,Paid,18,717.0,28728.0,55,2026-04-15
4006,241628,Brandy Franco,nbowen@example.org,+1-586-909-1820x43913,UAE,Amazon UAE,Travel,1709.81,6,Paid,40,720.0,23655.0,21,2025-12-29
4007,191629,Luis Meyers,clarklogan@example.com,001-983-371-0058x38880,Kuwait,Centrepoint,Fashion,2496.93,6,Paid,43,650.0,19553.0,55,2026-04-01
4008,497486,Angela Hughes,dgraham@example.org,706.868.0600,Kuwait,Extra,Travel,4721.09,6,Paid,36,593.0,26199.0,48,2026-03-09
4009,680864,Amanda Miller,wgraves@example.org,952-615-6048x18202,Saudi Arabia,Jarir,Electronics,267.76,2,Paid,1,599.0,27325.0,34,2025-02-03
4010,286547,Gregory Ramirez,sandramiller@example.net,+1-865-397-0450x028,Qatar,IKEA,Travel,335.66,3,Paid,20,800.0,13595.0,55,2025-05-03
4011,456720,Megan Bradley,jamesjones@example.com,498-264-9504x6721,UAE,Extra,Travel,3847.73,2,Paid,25,777.0,6216.0,58,2025-12-22
4012,831157,Nicholas Gonzalez,frederick23@example.net,(861)910-6963x5215,UAE,Sharaf DG,Electronics,57.75,4,Paid,22,813.0,25761.0,48,2026-02-14
4013,292301,Renee Hernandez,ryanhull@example.org,(688)736-8101x19454,Kuwait,Jarir,Fashion,2444.67,4,Late,44,751.0,16878.0,40,2025-04-28
4014,837956,Chelsea Weber,andrewsbarbara@example.org,474.222.0547,Saudi Arabia,Virgin Megastore,Home,4089.76,3,Late,22,608.0,17963.0,25,2026-01-17
4015,714804,David King,kathryn57@example.org,563-464-3310,Qatar,Jarir,Home,366.53,3,Late,16,655.0,27866.0,33,2026-02-23
4016,443457,Tanner Miller,stephanie46@example.com,6662721614,Saudi Arabia,IKEA,Beauty,1897.04,6,Paid,31,777.0,9968.0,34,2026-05-10
4017,857265,Joshua Mejia,danny51@example.org,497-892-2987,Saudi Arabia,IKEA,Home,2683.56,6,Paid,13,585.0,3297.0,37,2026-07-16
4018,843292,Carol Diaz,tylerscott@example.net,895-232-5482,Qatar,Virgin Megastore,Electronics,1320.97,6,Late,4,643.0,19711.0,19,2025-08-14
4019,926789,Stephen Ramirez,robinsondiana@example.org,+1-831-279-9301,Qatar,Amazon UAE,Travel,3001.83,6,Late,25,751.0,26199.0,44,2024-08-11
4020,733599,Victoria Gomez,carol99@example.org,(498)453-4786x794,Qatar,Extra,Beauty,800.23,2,Paid,10,698.0,28167.0,32,2025-06-12
4021,486140,Paige Kim,dianascott@example.org,+1-485-437-9820x771,Qatar,IKEA,Travel,3299.35,3,Paid,3,661.0,8034.0,40,2026-05-26
4022,893948,Karen Lee,jessicawilkerson@example.org,915.953.7299,Saudi Arabia,IKEA,Travel,1889.99,3,Late,20,822.0,17597.0,42,2024-08-01
4023,613404,Michele Baker,stephensoneileen@example.org,706.464.0267,Saudi Arabia,Carrefour,Electronics,2399.02,2,Paid,42,805.0,8762.0,51,2024-08-15
4024,822021,Kimberly Walker,sayers@example.org,(499)393-2093,Saudi Arabia,Virgin Megastore,Home,4067.88,6,Paid,26,586.0,9010.0,42,2024-11-06
4025,192450,Kathleen Larsen,hrasmussen@example.net,860.387.1649x353,Kuwait,Virgin Megastore,Travel,1062.82,6,Paid,15,604.0,28262.0,54,2024-12-20
4026,514040,Kyle Thompson,klawrence@example.net,770.974.1411x8735,Saudi Arabia,Centrepoint,Home,2002.59,4,Paid,37,569.0,22105.0,38,2026-01-09
4027,166724,Annette Reyes,fergusonbreanna@example.com,(353)334-2708x115,Kuwait,IKEA,Beauty,1127.67,2,Paid,25,652.0,15781.0,27,2026-04-22
4028,845544,Natalie Mcdonald,robertmcbride@example.com,360-687-3202,UAE,Noon,Home,3410.17,6,Paid,28,811.0,18149.0,59,2026-03-20
4029,158167,Karen Carter,collinsdeborah@example.org,001-675-998-0016x484,Kuwait,Sharaf DG,Electronics,497.51,4,Paid,12,793.0,27530.0,58,2024-08-08
4030,803411,Morgan Rivers,marquezcody@example.com,001-360-958-1928x832,Saudi Arabia,Virgin Megastore,Beauty,-100.0,3,Paid,40,633.0,28081.0,56,2025-11-08
4031,432296,Bryan Lawrence,xbrown@example.org,(894)994-4659,Qatar,Centrepoint,Beauty,2370.63,2,Paid,19,814.0,22422.0,55,2025-02-04
4032,848921,Nathan Hoover,weaverroberta@example.org,382-824-6356,UAE,Centrepoint,Electronics,4929.17,6,Paid,38,599.0,13671.0,36,2026-07-04
4033,837991,Mary Thornton,mark28@example.com,+1-784-897-2632x094,Saudi Arabia,Centrepoint,Electronics,295.65,3,Paid,13,603.0,9951.0,26,2025-05-10
4034,510092,Joseph Fuller,michaelrichard@example.net,714.791.7080x22875,Saudi Arabia,Centrepoint,Home,2132.43,3,Paid,27,829.0,20555.0,36,2025-12-18
4035,179421,Vanessa Pennington,jenniferdiaz@example.net,292.949.5725,Kuwait,Centrepoint,Beauty,463.78,3,Paid,4,819.0,11713.0,29,2025-05-08
4036,834406,Katrina Ray,wadeamanda@example.org,+1-776-596-1438,Kuwait,Amazon UAE,Travel,1798.31,6,Paid,30,773.0,24837.0,41,2024-11-01
4037,452317,Jennifer Castillo DDS,jeffery44@example.com,001-817-291-6674x1314,Saudi Arabia,Jarir,Fashion,3478.97,4,Late,44,829.0,13589.0,53,2025-09-24
4038,614060,Sandra Sweeney,csmith@example.net,(401)353-1853x82722,UAE,IKEA,Fashion,78.42,3,Paid,35,640.0,22934.0,32,2026-01-04
4039,936111,Gabriel Mcbride,sandersjohn@example.net,473-205-8476x464,Saudi Arabia,Carrefour,Fashion,2738.68,6,Paid,31,603.0,15273.0,30,2026-06-11
4040,467787,Sara Ross,ewaters@example.net,001-822-714-7533x333,Qatar,Extra,Beauty,4718.94,6,Paid,19,805.0,11718.0,44,2024-11-26
4041,390435,Amy Rios,ramosjodi@example.org,(425)457-4500,Kuwait,Carrefour,Electronics,2301.52,3,Late,15,602.0,27844.0,18,2026-02-16
4042,228873,Joseph Reid,david86@example.com,001-413-600-0074,Kuwait,Noon,Travel,2754.34,6,Paid,19,729.0,27581.0,19,2025-10-14
4043,883468,Cody Dudley,jjohnston@example.net,+1-335-415-6583x953,Kuwait,Sharaf DG,Electronics,3270.03,4,Paid,6,550.0,21416.0,59,2025-06-19
4044,683069,Jeffrey Rivers,callahanadrienne@example.org,591-520-0383,Qatar,Centrepoint,Travel,2484.52,4,Paid,27,590.0,22276.0,31,2024-10-27
4045,568227,Nathan Crawford,donald89@example.com,+1-590-907-9021x3643,Qatar,IKEA,Fashion,4158.88,4,Paid,21,674.0,10184.0,32,2025-11-13
4046,414938,Sean Morgan,cohendanielle@example.com,001-277-798-9525x611,Qatar,Centrepoint,Home,3731.58,6,Default,12,795.0,21912.0,27,2026-04-25
4047,263805,Shannon Dominguez,joseph99@example.com,001-842-877-3819,Qatar,Jarir,Travel,616.49,2,Paid,11,661.0,18889.0,36,2024-12-26
4048,316778,Ariel Marquez,mperez@example.org,001-215-246-3755,Qatar,Namshi,Home,4935.37,2,Paid,10,609.0,22670.0,36,2025-07-15
4049,109094,Christopher Sloan,ronald32@example.com,(562)904-6440x1665,Kuwait,Noon,Home,2392.53,6,Paid,30,838.0,16994.0,28,2026-05-29
4050,724083,April Martinez,christopher38@example.org,447.701.7729x235,UAE,Extra,Home,4749.9,6,Paid,26,743.0,,54,2024-12-07
4051,658506,Morgan Ortega,trujillowilliam@example.com,919-365-7520,Kuwait,Virgin Megastore,Electronics,3052.17,2,Paid,19,798.0,26615.0,32,2026-03-09
4052,507756,Sean Moore,omccall@example.org,(679)797-4569,Qatar,Carrefour,Fashion,3089.29,4,Paid,19,809.0,27494.0,56,2024-08-30
4053,816198,Elizabeth Lawson,mullinslaura@example.com,001-807-780-1571,Kuwait,Carrefour,Beauty,626.52,2,Paid,39,824.0,11295.0,34,2025-08-17
4054,376767,Jessica Bell,kevinweaver@example.com,+1-805-877-6266,Qatar,Amazon UAE,Beauty,1253.63,4,Paid,30,678.0,18645.0,48,2025-12-30
4055,606852,Gregory Mercer,lisacastro@example.org,934.538.0594,Kuwait,Namshi,Beauty,3219.04,2,Paid,32,690.0,19882.0,47,2024-12-07
4056,565961,Dylan Mack,margaretsims@example.net,(418)491-4321x736,Kuwait,IKEA,Electronics,3937.98,2,Late,36,815.0,18370.0,39,2025-04-21
4057,491446,Tara Weaver,obell@example.org,001-366-953-5721x615,Qatar,Virgin Megastore,Travel,4249.3,3,Paid,11,570.0,23946.0,19,2025-03-23
4058,162637,Daniel Shelton,crystal98@example.com,+1-833-534-0303x593,Kuwait,Virgin Megastore,Electronics,1632.46,4,Paid,28,667.0,15444.0,38,2026-03-07
4059,677271,Howard Kelly,kellydeborah@example.com,3407001428,Kuwait,Extra,Electronics,1646.47,2,Paid,17,705.0,9058.0,36,2026-02-09
4060,528605,Mr. Daniel Cox,jbanks@example.org,218.573.9695x06802,Saudi Arabia,Centrepoint,Electronics,4904.34,3,Paid,15,578.0,28387.0,44,2026-02-26
4061,452567,Catherine Brown,justinhester@example.com,(800)408-6765,Saudi Arabia,Namshi,Home,4392.55,3,Late,23,791.0,13281.0,55,2024-08-06
4062,803118,James Rogers,suzannesmith@example.org,821.263.1169,UAE,Virgin Megastore,Beauty,4987.78,3,Paid,45,611.0,22477.0,43,2025-08-04
4063,100097,Alexander Sexton,nancy59@example.com,001-733-892-9806x7463,Qatar,Sharaf DG,Beauty,3831.34,4,Paid,32,832.0,7793.0,48,2026-05-16
4064,299591,David White,vlee@example.net,8558223125,Qatar,IKEA,Fashion,284.64,6,Paid,37,813.0,26748.0,33,2026-02-15
4065,558589,Krista Robles MD,dzimmerman@example.net,691-469-9408x37575,Qatar,IKEA,Electronics,2867.63,6,Paid,20,721.0,3364.0,21,2026-07-25
4066,819446,Judy Mckinney,mark11@example.com,+1-201-409-4311,Kuwait,Extra,Home,3325.71,6,Paid,38,754.0,8147.0,57,2025-12-25
4067,864761,Zachary Terry,tcole@example.com,859-454-2406x25263,UAE,Amazon UAE,Electronics,4648.95,3,Paid,44,625.0,16263.0,40,2025-03-22
4068,254891,Christopher West,kyle43@example.org,(544)989-6758x2711,Qatar,Sharaf DG,Fashion,1760.88,6,Paid,21,705.0,24977.0,23,2025-10-20
4069,873677,Scott Galvan,stephanie96@example.org,600.583.4559x915,Kuwait,IKEA,Beauty,649.28,6,Paid,13,849.0,21059.0,46,2025-11-03
4070,272585,Shawn Campbell,qlee@example.org,286-545-9937x90028,Kuwait,Carrefour,Travel,498.28,6,Paid,32,806.0,12966.0,18,2026-03-27
4071,618881,Thomas Richardson,john77@example.org,+1-538-342-2275x1179,Kuwait,Carrefour,Fashion,3468.88,2,Paid,25,723.0,23269.0,58,2026-05-08
4072,600400,Jason Chambers,gking@example.com,(711)731-9135x0174,Saudi Arabia,IKEA,Travel,1123.78,4,Paid,29,562.0,,23,2024-11-13
4073,936243,Diane Banks,kathleen84@example.net,(764)716-1633,Saudi Arabia,Noon,Beauty,3049.75,6,Paid,8,823.0,6498.0,38,2026-03-05
4074,506980,Christopher Drake,christopher99@example.com,819-554-8377x513,Saudi Arabia,Sharaf DG,Beauty,3917.87,3,Paid,33,720.0,10352.0,46,2025-03-21
4075,696809,Caroline Rodriguez,johnsondavid@example.org,268-945-4172x037,Saudi Arabia,Amazon UAE,Home,4893.69,3,Paid,14,792.0,6389.0,48,2026-06-28
4076,353056,Mariah Scott,grodriguez@example.net,(357)251-7837,UAE,IKEA,Fashion,2853.47,4,Paid,2,758.0,21326.0,34,2025-04-18
4077,816668,Shannon Case,juanrodriguez@example.org,820.344.8924x1553,Saudi Arabia,IKEA,Travel,4647.88,6,Paid,12,824.0,15932.0,45,2025-03-12
4078,452292,Scott Davies,stevenjones@example.com,+1-457-982-6831x318,Qatar,Noon,Beauty,2400.28,4,Default,22,838.0,14656.0,46,2025-08-16
4079,922777,Mrs. Danielle Murphy,hubbardsamuel@example.com,562.319.0355x5734,Saudi Arabia,Carrefour,Home,547.39,2,Paid,40,776.0,18774.0,60,2025-11-29
4080,237194,Elizabeth Allen,reneereynolds@example.net,001-930-514-6181x61722,Kuwait,Noon,Home,243.54,4,Paid,34,807.0,20960.0,22,2025-09-15
4081,127043,Kathleen Velez,dowen@example.net,452.959.9385,Kuwait,Carrefour,Travel,2265.39,3,Paid,32,699.0,27774.0,41,2025-01-01
4082,922279,Nathan Mercado,blakesaunders@example.net,839-841-1347x9896,Qatar,Jarir,Electronics,2655.65,3,Paid,7,558.0,,36,2026-01-30
4083,189807,Kristina Ball,pittsbrittany@example.org,376.426.2959x44198,Kuwait,Noon,Beauty,3688.95,4,Paid,7,757.0,15418.0,18,2026-07-22
4084,648402,Jonathan Reynolds,leslietaylor@example.org,(881)447-0256x31458,UAE,IKEA,Electronics,475.65,4,Paid,27,595.0,10568.0,59,2024-12-02
4085,398354,Diamond Bennett,brewercraig@example.net,001-206-339-1978x4529,UAE,Extra,Beauty,3334.65,4,Paid,2,709.0,14000.0,53,2026-04-21
4086,415484,Joseph Lara,ronald90@example.net,(853)256-5109x061,UAE,Sharaf DG,Travel,732.01,6,Paid,36,569.0,24325.0,42,2024-08-22
4087,425235,Judith Brown,bradleyanna@example.com,(795)557-2781,Kuwait,Virgin Megastore,Fashion,1693.57,4,Paid,41,809.0,4334.0,32,2024-10-26
4088,926813,Heather Craig,jklein@example.org,001-214-496-7904x681,Qatar,Namshi,Travel,1126.8,4,Paid,10,705.0,14888.0,38,2025-09-08
4089,908678,Tiffany Lara,tracywells@example.com,444-207-5920x72380,UAE,Centrepoint,Electronics,2643.69,3,Paid,4,701.0,24064.0,60,2025-03-21
